title,romurbital,unidentified
la hougue bie,,
alpes graiae et poeninae,,
isauria,,
phrygia paroreius,,
alpes maritimae,,
alpes cottiae,,
lycaonia,,
lykaonia,,
metroon,,
tabo,,
kalhu archive 4,,
kalhu archive 3,,
t?anahat,,
q?`lah arb?l,,
porta settimiana,,
k?r-d?r-apil-sîn,,
qa?r al-?abd,,
oratory of phAlaris,,
oratorio di falaride,,
qami?van,,
de?irmendüzü,,
pompey’s pillar,,
gegut?is sasaxle,,
gourimadi,,
l'antro della sibilla,,
mamilia turris,,
al-khawd,,
pyramid of naqada,,
tell abu al-kharaz,,
chekon,,
tepe gawra,,
bey da?lari,,
mar??e,,
mar??a,,
mar??a,,
al-mar??a,,
phraata,,
hilakku,,
hilakk?ja,,
hilukk?ja,,
qawe,,
qaw?ja,,
que,,
quw?ja,,
amardha,,
amarda,,
callope,,
pratitae,,
pantitae,,
pantimathoi,,
tabouria,,
taburistan,,
dribykes,,
tagai,,
catippa,,
casape,,
bikni,,
bitnik,,
assur archive 50,,
n 35 archive,,
gran carro,,
crustumina,,
clustumina,,
tall qabr abu al-’at?q,,
temple of concordia,,
alexander wall,,
red snake,,
great wall of gorgan,,
central building,,
the theater of larissa,,
first ancient theater of larissa,,
tomba françois,,
françois tomb,,
tepe hiss?r,,
tappe ?e??r,,
tappe ?e??r,,
tape hiss?r,,
tapah ?i??r,,
varkana,,
hyrkanía,,
gurgan,,
zadrakarta,,
semnan,,
semina,,
semn?n,,
sariya,,
sari,,
zadrakarta,,
khosro-shad-peroz,,
varoshag,,
choarene,,
chorene,,
hecatompylos,,
komish,,
shahr-i qumis,,
qumis,,
damghan,,
medinat qumis,,
qumis,,
dam??n,,
d?ma??n,,
d?m??n,,
q?mis,,
ridagnus,,
abaskun,,
sokanda,,
sideris,,
sarnios,,
bistam,,
tamis,,
tammisha,,
maziris,,
maxeras,,
chindrum,,
erindes,,
charindas,,
charinda,,
komisene,,
komish,,
khuvar,,
choara,,
apameia rhagiane,,
apameia,,
jurjan,,
gourgan,,
gurgan,,
dihistan,,
padishkhwargar,,
padishkhwar,,
pressouar,,
harborz m.,,
akhur,,
dihistan,,
judeideh,,
jad?dah,,
dawali,,
al-daw?l?,,
badnigalbilukurašušu,,
d?ru ša namr?r?šu nakir? sahpu,,
pyramid of khendjer,,
basilica of pompeii,,
mastabat al-fir’aun,,
metsopay-vank,,
astvadzašin,,
diochares' gate,,
gate viii,,
hai púlai hai parà tò diochárous ... balanéon,,
hai diochárous púlai,,
onellana,,
ponte lupo,,
staigue stone fort,,
marmachyn,,
aludiri,,
aznavurtepe,,
ke?i? gölü,,
turna gölü,,
rusai sue,,
gate i,,
d?míai púlai,,
demian gate,,
germanioi,,
germanii,,
fara,,
brisoana,,
arosis,,
arois,,
aris,,
arboua,,
baktish,,
axima,,
brizana,,
ankarrakan,,
hiran,,
curtaei,,
kyrtioi,,
dareitai,,
chorodna,,
achaimenidai,,
brixa,,
chersonesos,,
kamenush,,
derousiaioi,,
hieratis,,
hippophagoi,,
dora,,
kauphiaka,,
dropikoi,,
habroatis,,
ausinza,,
sausinda,,
gabaioi,,
bagrada,,
batradites,,
badtina,,
asylum,,
gabra,,
hadaran,,
harrua,,
via latina,,
latine hodos,,
koromanis,,
maspioi,,
rapsioi,,
poryospana,,
portospana,,
portippa,,
niserge,,
pateischoreis,,
rogomanius,,
marrasion,,
kinna,,
urandush,,
parodana,,
tanagra,,
maitores,,
tabiana,,
maitona,,
kurra,,
tarm,,
ozoa,,
parmizzan,,
taepa,,
magoi,,
ouzia,,
pasagardai,,
sophtha,,
maraphioi,,
kurishtish,,
taxiana,,
panthialaioi,,
padargos,,
tesmidia,,
kuktush,,
mammida,,
sykta,,
parta,,
ouxioi,,
uxii,,
tamukkan,,
mardyene,,
kotamba,,
tragonike,,
outioi,,
yutiya,,
pasarracha,,
pasargadai,,
orobatis,,
uzikurrash,,
methone,,
potikara,,
tukrash,,
korra,,
mardoi,,
sitioganus,,
tall j?kha,,
bab el-gousous,,
emporium,,
persian and hellenistic administrative building (phab),,
migdál davíd,,
al-qala'a,,
pandróseion,,
badajoz,,
théâtre gallo-romain de fourvière,,
théâtre antique de lyon,,
anfiteatro campano,,
é-x-x-ga?-kù-ga,,
necropolis of pantalica,,
archaic city wall and gate of phocaea,,
harappa,,
harappa,,
tall kozkh?n,,
gird-i rustam,,
san giorgio in velabro,,
basilica di santa maria in cosmedin,,
gattaei,,
kabana,,
kauana,,
kadara,,
ravana,,
rouana,,
capsina,,
biavana,,
sarkoe,,
attaioi,,
calingi,,
istriana,,
murannimal,,
tall y?rah,,
thermae constantinianae,,
baths of constantine,,
terme di costantino,,
konstantinsthermen,,
constantinianum lavacrum,,
shahd?d,,
tall al-sifr,,
gerra,,
carra,,
gerraioi,,
carrei,,
thilouanoi,,
tylos,,
tyros,,
maketa,,
asabon pr.,,
al-?ahr?n,,
arados,,
tylos minor,,
athrotradus,,
al-?ajar,,
eualenoi,,
catharrei,,
cataraei,,
catharraei,,
asabon,,
mykoi,,
macae,,
gerraicus sinus,,
catife,,
al-qa??f,,
al-qa??f,,
al-qa??f,,
qa??f,,
al-qatif,,
al-qa??f i,,
al-qa??f 1,,
al-qat?f,,
attene,,
chattenia,,
al-hofuf,,
el-hof?f,,
al-hufuf,,
al-h?fuf,,
al-huf?f,,
h? polis,,
hgr,,
hgr,,
omana,,
hiera heliou pr.,,
taboca,,
qal'at al-bahrain,,
capeus sinus,,
southwest fountain house,,
hiera oikia,,
sanctuary of kodros and neleus and basile,,
sham?t,,
guzana archive 1,,
tò bêma,,
dörpfeld foundations,,
archaios neos,,
bluebeard temple,,
zvart?nots?,,
hermiones,,
herminones,,
monument of kallimachos,,
nike of kallimachos,,
kapilikaya rock tomb,,
conventus bracaraugustanus,,
conventus bracarus,,
athenae,,
atena di sicilia,,
athenaion,,
siyah chas?mah,,
noravank,,
jau?a[...],,
b??,,
?l-b??i,,
ša-b??i,,
?l-ba??i,,
ša-ba??i,,
sang tar?sh?n,,
kech’arrisi vanakan hamalir,,
camulossesa praesidium,,
oleiclavis,,
lugunduno,,
delgovicia,,
corionototae,,
touesis,,
matovion,,
acmodae,,
haemodae,,
iena,,
isamnion akron,,
abisson,,
gainounia,,
medionemeton,,
subdobiadon,,
trucculensis portus,,
cindocellum,,
horrea classis,,
horrea,,
daroecla,,
ouakomagoi,,
cambodunum,,
picti,,
verturiones,,
epidion,,
aluna,,
itucodon,,
ouandogara,,
locatreve,,
deouana,,
leuiodanum,,
atecotti,,
demerosesa,,
loukopibia,,
ouidoua,,
briga,,
iuliocenon,,
alitacenon,,
eulimenos kolpos,,
duabsisis,,
praesidium,,
pinnata castra,,
pinnata castra,,
pinnata castra,,
veromo,,
argita,,
eburo castellum,,
regia,,
dictum,,
liar,,
ouinderis,,
bograndium,,
begesse,,
litanomago,,
dicalydonae,,
uxela,,
ravatonium,,
eitis,,
itis,,
anas,,
koria,,
tampium,,
maporiton,,
morbium,,
certisnassa,,
gradena,,
ugueste,,
rerigonion,,
graupius,,
iano,,
celovion,,
tadoriton,,
marcotaxon,,
croucingo,,
zabalam,,
tell ibzeikh,,
tall ibza?ykh,,
baths of agrippa,,
thermae agrippae,,
ebabbarra,,
e?ul?uldirdirra,,
b?t sîn u šamaš,,
b?t sîn,,
b?t šamaš,,
tall iml??iyah,,
poros benches,,
benches on kolonos agoraios,,
tav?na,,
veresuos,,
etenten,,
ban?t al-hassan,,
heratemis,,
phratemis,,
phrystimus,,
anagli canal,,
sant'ilario,,
bal?w?t,,
balawat,,
imgur-b?l,,
bal?w?t,,
arco etrusco,,
arco di sant'ercolano,,
tell habuba kabira,,
?ab?bah,,
k?z?l avlu,,
ekarzagina,,
basilica di santo stefano in via latina,,
anzan,,
tal-i maly?n,,
qaleh dukhtar,,
araxes,,
veh shapur,,
bishapur,,
rishahr,,
rev ardashir,,
ionaka,,
r?v ardaš?r,,
r?v ardaš?r,,
r?w ardaš?r,,
r?šahr,,
r?šahr,,
sang-e qandil,,
seraz,,
tirazzish,,
shirazzish,,
shiraz,,
š?r?z,,
š?r?z,,
tirazziš,,
shiraz,,
tall baridiyah,,
ardashir-khurra,,
gur,,
firuzabad,,
persepolis,,
parsa,,
persai,,
sat setun,,
takht-i jamsh?d,,
band-e am?r,,
tukrash,,
rakkan,,
persis,,
pars,,
granis,,
rudkhaneh-ye helleh,,
bushahr,,
antiocheia persidos,,
bušehr,,
bandar n?dir?ya,,
bandar-e n?der?ye,,
boxar,,
liyan,,
liy?n,,
buschir,,
bushir,,
bushire,,
b?šahr,,
bandar-e b?šahr,,
bandar-e b?šehr,,
b?šehr,,
b?shar,,
naqsh-e rustam,,
naqsh rustam,,
pasargadae,,
batrakatash,,
parsagada,,
pasargadae,,
pasargad,,
taoke,,
tawwaj,,
araxes,,
matezzish,,
humadeshu,,
uvadaichaya,,
rhogonis,,
kaupirrish,,
persides,,
susidae pylae,,
istakhr,,
stakhr,,
sitakos,,
mesambrie,,
tepekoy hoyuk,,
pyramid of djoser,,
kbhw-ntrw,,
villa dionysos at knossos,,
timnah,,
tel batash,,
tel batash,,
mithrasgrotte (saarbrücken),,
tavoliere di puglia,,
tavoliere delle puglie,,
tall war?sh,,
tall al hib?,,
lagash,,
oppidum de sauve,,
oppidum de mus,,
mus à sauve,,
teatro romano volterra,,
tell mohammed diyab,,
güney nekropol,,
südnekropole,,
suburana,,
succusana,,
mably,,
temple of vespasian,,
tempio di romolo o di quirino,,
tempio di mercurio,,
tempio del genio di nerone,,
augusteum,,
templum or aedes of the genius augusti,,
templum of vespasianus,,
vii.9.2,,
paraibasion,,
porta asinaria,,
porta asinaria lateranensis,,
porta san giovanni,,
quirina,,
phourni,,
sklavokambos,,
sklavokampos,,
saphri,,
xandioi,,
xanthioi,,
parioi,,
ragau,,
pissouroi,,
asklepieion,,
asclepeion,,
asklepieion,,
mount juktas,,
abarshahr,,
dara,,
dareium,,
gathar,,
raevant,,
daoi,,
dahae,,
asaak,,
arsace,,
astaca,,
nev-shapur,,
sirok,,
nisaia,,
nisa,,
parthaunisa,,
mithradatkert,,
shahr-ram-peroz,,
arghiyan,,
apavortene,,
apauarktikene,,
parautikene,,
gunavat,,
aparni,,
parni,,
sparnoi,,
parnoi,,
achriane,,
achrianos,,
abivard,,
bivard,,
apauarktike,,
parthyene,,
parthia,,
parthava,,
cencelle,,
lepoli-cencelle,,
sirakene,,
vishpauzatis,,
busfozar,,
tusa,,
sousia,,
zapaortenon m.,,
apaortenon m.,,
ustuva,,
astauene,,
necropoli di monte abatone,,
dohuk,,
d?huk,,
jamjam?l,,
ptghnii tachar,,
arenes de lutece,,
aethusa,,
linosa,,
africa,,
africum mare,,
alpes m.,,
alpeis,,
anatis,,
asana,,
aegyptus,,
aegyptus,,
aruch,,
talish,,
k?l?k,,
gird-i gulak,,
gate at hag. dimitrios loumbardiaris,,
gate xiv,,
dipylon-above-the-gates,,
durolevo,,
durolavi,,
t?l ?viv,,
tall ab?b,,
r?mat ?viv,,
t?l ?viv (jabotinsky road),,
t?l ??viv,,
t?l aviv,,
tel-aviv,,
tel-aviv,,
giv?at b?t ha-mi?b??ayim,,
?el aviv-y?fo,,
aš-š?? muwannis,,
aš-šai? muwannis,,
tel aviv,,
tel aviv (jabotinsky road),,
mova,,
qarah jat?n,,
hala sultan tekke,,
hala sultan tekes,,
tamion,,
cardiff,,
caerdydd,,
templeborough,,
varis,,
romano-british villa at withington,,
uxacona,,
vectis,,
isle of wight,,
verlucio,,
zerdotalia,,
ardotalia,,
melandra castle,,
white walls,,
viroconium,,
wroxeter,,
vindocladia,,
toubios,,
tobios,,
tovius,,
sulloniacis,,
trinobantes,,
vernemeto,,
tripontio,,
venta,,
vertis,,
verulamium,,
toliatis,,
tanatus,,
venta,,
venta icenorum,,
trisanton,,
arun,,
thistleton,,
rutland,,
market overton,,
tamaros,,
tamaris,,
tamar,,
trisantona,,
venonis,,
venta,,
tamesis,,
river thames,,
vagniacis,,
abu hatab,,
kisurra,,
ish?n ab? ?a?ab,,
nuraghe bardalazzu,,
moridunum,,
setantioi,,
pennocrucium,,
seteia,,
noviomagus,,
chichester,,
rutunium,,
noviomagus,,
petuaria,,
seguntium,,
regulbium,,
staines-upon-thames,,
pontes,,
ouergionios okeanos,,
celtic sea,,
newgrange,,
portus adurni,,
reginoi,,
regnoi,,
oktapitaron akron,,
penmaen dewi,,
st david's head,,
silures,,
salinae,,
navio,,
ratostabios,,
rutupiae,,
oboka,,
sorviodunum,,
old sarum,,
searobyrig,,
caer gradawc,,
salinae,,
ordovices,,
okellou akron,,
silina,,
isles of scilly,,
spinis,,
ratae,,
leicester,,
ratae corieltauvorum,,
portus lemanis,,
lympne,,
portus dubris,,
nemetotacio,,
silumnus,,
limnos,,
othona,,
sabrina,,
metaris eischusis,,
nido,,
segelocum,,
stoukkia,,
iuctius l.,,
honeyditches roman villa,,
rigodounon,,
rigodounon,,
castleshaw roman fort,,
mona,,
ynys mon,,
anglesey,,
al-khi?r,,
sanctuary of fortuna primigenia,,
saqqarah,,
mithraeum of caesarea maritima,,
erchoas,,
danant,,
mania,,
ptemithis,,
aedos,,
mogore,,
andura,,
chiris,,
corambis,,
arabeta,,
megadale,,
megada,,
acina,,
meae,,
prosda,,
magadale parva,,
phontauu,,
parenta,,
aramum,,
censoe,,
leuphitorga,,
galles,,
bonchis,,
bongiana,,
gistate,,
linthuma,,
lintuma,,
chindita,,
attenia,,
kleopatris,,
phoinikon,,
autoba,,
nasarduma,,
pide,,
qasr ibrim,,
philometris,,
goploa,,
lea,,
pelenariae,,
penariae,,
grau come,,
phthouri,,
nakis,,
cabantia,,
emeum,,
abounkis,,
saea,,
magassa,,
cystaepe,,
aindoma,,
pistre,,
pindis,,
moru,,
amodata,,
mamuda,,
endondacometae,,
tama,,
tene mer.,,
tene,,
tautarene,,
tabales,,
sesamos,,
satachtha,,
zoton,,
spintum,,
sidopt,,
tathis,,
thapis,,
stadissis,,
tessata,,
tasitia,,
tractus umbriae,,
durovernum,,
cornovii,,
ganganon akron,,
dobunni,,
durocornovium,,
derbentio,,
durocobrivis,,
gariannonum,,
gariannum,,
burgh castle,,
corieltauvi,,
durotriges,,
durobrivae,,
rochester,,
cunetio,,
roman villa at cotterstock,,
danum,,
fretum oceani,,
gallicum,,
strait of dover,,
eltabo,,
tavus,,
durobrivae,,
fishbourne,,
durnonovaria,,
durnovaria,,
crococalana,,
eltavori,,
tamus,,
eblanoi,,
ebdanoi,,
damnonion,,
okrinon akron,,
great witcombe romano-british villa,,
gobannio,,
dumnonii,,
durovigutum,,
demetai,,
durolitum,,
gariennos,,
deva,,
duroliponte,,
deceangli,,
condate,,
za'ini,,
zababa gate,,
abul-zababa,,
iz?r-âršu,,
kissias pylas,,
assur archive 21,,
n 6 archive,,
bovium,,
chedworth roman villa,,
col. lindum,,
burrio,,
bououinda,,
combretovium,,
convetoni,,
combretovium,,
col. glevum,,
clavinio,,
gloucester,,
causennis,,
cicutio,,
belisama,,
branodunum,,
col. camulodunum,,
colchester,,
branogenium,,
bravonium,,
atrebates,,
camulodonum,,
belgae,,
blestium,,
caesaromagus,,
aventius,,
birgos,,
calleva,,
silchester roman town,,
bannaventa,,
bremetennacum veteranorum,,
bremia,,
camborico,,
bignor roman villa,,
canonium,,
caunonio,,
catuvellauni,,
boxmoor house roman villa,,
brigantes,,
cantiaci,,
bomio,,
ariconium,,
bannovalium,,
bannovallum,,
tempio di iside,,
aedes of isis,,
iseum,,
isium,,
iseion,,
viii.7.28,,
filippovka burial ground,,
sabu-jaddi,,
alabum,,
llanfair-ar-y-bryn,,
abos,,
abone,,
abona,,
river avon (bristol),,
antiouestaion,,
bolerion akron,,
belerion,,
laND'S END,,
aquae sulis,,
bath,,
ad ansam,,
andros,,
adros,,
aquae arnemetiae,,
ad pontem,,
anderidos,,
anderelium,,
anderitos,,
alauna,,
eurusákeion,,
montlaurès,,
oppidum de montlaurès,,
south stoa ii,,
koriondoi,,
isca,,
exeter,,
isca dumnoniorum,,
llantwit major roman villa,,
caermead roman villa,,
manduessedum,,
leuca,,
margidunum,,
lavobrinta,,
JORDAN HILL ROMAN TEMPLE,,
lemana,,
hucclecote roman villa,,
leucaro,,
iceni,,
londinium,,
augusta,,
london,,
londra,,
leucomagus,,
iska,,
kanovium,,
conovium,,
canubium,,
mediolanum,,
louentinon,,
kantion akron,,
ischalis,,
charterhouse roman town,,
letocetum,,
lactodorum,,
manapioi,,
magnis,,
isca,,
river usk,,
isca,,
isca augusta,,
isca silurum,,
caerleon,,
lindinis,,
herakleous akron,,
korinion,,
cironium,,
cirencester,,
magiovinium,,
mamucio,,
lagentium,,
hieron akron,,
ieron akron,,
tablis,,
aramum,,
contra talmis,,
contra tafis,,
boon,,
blemmyes,,
blemmyes,,
berenice panchrysos,,
contra pselchis,,
cataracta secunda,,
grotta mora cavorso,,
tafis,,
kortia,,
corte,,
tachompso,,
tacompsos,,
pselchis,,
el-dakka,,
wadi es-sebua,,
pdeme,,
parembole,,
dodekaschoinos,,
tzitzis,,
tutzis,,
per-ptah,,
noa,,
pachoras,,
paptoulis,,
saye,,
say,,
hierasykaminos,,
hiera sykaminos,,
pentedactylos,,
nobatae,,
simalo,,
troglodytae,,
trogodytae,,
tene,,
iken,,
premis,,
forum cambusis,,
triakontaschoinos,,
nalote,,
nalot,,
karan?g,,
talmis,,
kalabsha,,
tamania,,
?amm?m,,
galaxia,,
palais gallien,,
ipatovo-3 kurgan,,
teratsia,,
pediaios,,
zephyrion pr.,,
zephyrion,,
thronoi,,
stiria,,
philoitos,,
soloi,,
aipeia,,
soloe,,
solous,,
sillu,,
thronoi pr.,,
akrotirion pylai,,
dades pr.,,
phrourion akron,,
boosoura,,
zeus labranios,,
pedalion pr.,,
tamassos,,
temese,,
tamesi,,
tamasos,,
satrachos,,
trogodos,,
toumba,,
tretous pr.,,
treta pr.,,
salamis,,
konstantia,,
silluwa,,
tremithous,,
thremitus,,
tetios,,
phlason,,
athenian treasury,,
aphrodite akraia,,
artemis,,
kybele,,
baal-hamman,,
androklou oikos,,
aphrodites lophos,,
aphrodite,,
astarte,,
barbaros,,
[aoos],,
aphrodision,,
alampria,,
apollo alasiotas,,
akamas pr.,,
akamantis pr.,,
apollo,,
apollo,,
aphrodite golgia,,
mychoia,,
chythroi,,
chytroi,,
kitrusi,,
apollo melanthios,,
opaon melanthios,,
apollo,,
akamanton,,
apollo agyates,,
amathous,,
cinyria,,
n?ria,,
qarth.adašt,,
qartihadasti,,
n?rê,,
cyprus,,
insula cypros,,
jadnana,,
adnana,,
jadnan?ja,,
apollo mageirios,,
boukasa,,
arsinoe,,
achaion akte,,
apollo hylates,,
basileus,,
arsinoe,,
aphrodite paphia,,
athena,,
anogyra,,
nogyra,,
aphrodite golgia,,
arsinoe,,
ammochostos,,
khar gov',,
lacus iuturnae,,
k?n?k höyük,,
dades pr.,,
ourania,,
leukolla,,
kleides,,
kleides pr.,,
oura boos pr.,,
dinaretum pr.,,
hierokepis,,
hierokepia,,
karpasia,,
carpasium,,
kelliake,,
kouriakon pr.,,
krommyakon pr.,,
krommyon pr.,,
olympos,,
olympos,,
elaia pr.,,
elaia akra,,
yeronisos,,
nisís gerónissos,,
kornos,,
keryneia,,
kerynia,,
keraunia,,
kirboia,,
corinaeum,,
noumenion,,
hiera et cepia,,
makaria,,
karpasiai,,
kouris,,
lykos,,
kourion,,
kurî,,
curias,,
kourion,,
nea paphos,,
paphos,,
erythrai,,
erythra,,
sebaste claudia flavia paphos,,
nymphaion,,
drepanon,,
hiera,,
tegessos,,
golgoi,,
golgous,,
bamboulari tis koukouninas,,
gy(...),,
neapolis,,
theodosias,,
nemesos,,
limassol,,
kourias akra,,
akrotiri,,
kargaiai pr.,,
melabron,,
palaipaphos,,
paphos,,
pappa,,
lapethos,,
lepethis phoinikon,,
lapathos,,
lampousa,,
kition,,
citium,,
qarth.adašt,,
qartihadasti,,
kition,,
limenia,,
limnetes,,
limnes,,
kallinousa pr.,,
idalion,,
edi'il,,
ledroi,,
leuke ousia,,
leukousia,,
ledrai,,
nicosia,,
levkosa,,
al-afqus?ya,,
al-afq?s?ya,,
levk?s?a,,
leukousia,,
al-afqusiya,,
nikosia,,
levk?sía,,
nicosia,,
lefk?sía,,
lef?oša,,
lefkosía,,
lefko?a,,
lefkosa,,
lidiir,,
marion,,
nu-ri-ia,,
leukos oikos,,
klarios,,
hera,,
drepanon pr.,,
melouchea,,
knidos,,
k?r-nabû,,
d?r-ninurta-kudurr?-u?ur,,
histria pod,,
la cioculeasa,,
adalar,,
abbotsbury castle,,
huzirina archive 1,,
eigikalamma,,
circus varianus,,
tomba dei demoni alati,,
midyat,,
ma?y?f,,
man?u?te,,
man??,,
man?u?,,
mannu?u?te,,
babil,,
kebeli köyü,,
yoncal? inscription,,
maw?n?,,
hadda,,
enlil gate,,
abul-enlil,,
enlil-munabbiršu,,
the great pyramid at giza,,
murgaual (castle),,
torrecampo,,
sîn temple,,
monte amiata,,
gran sasso d’italia,,
ad cazalis,,
adcahalis,,
ulubrenses,,
ulubrae,,
tall munb?qa,,
e-kal-te,,
tall munb?qah,,
terme erculee,,
oufentina,,
tall gasir,,
tall al-?ad?d?,,
tall ?adwat al-faras,,
lacus ianula,,
r?s al-ma?bakh,,
torrente tappino,,
septizonium,,
tel hazor,,
hazor,,
tall ibr?h?m bayis,,
le port de guerre de kition,,
cypro-phoenician port hangars of kition,,
les hangars du port chypro-phénicien de kition,,
shipsheds at kition,,
bamboula,,
domus del lararium,,
sheikh abd el-qurna,,
